id,amt,flow,inex,notes,ac1_id,ac2_id,trans_id
40000001004,9.27,2,3,PROFIT(saving),1,12,40000001032
40000001005,35.48,2,3,PROFIT(share),1,12,40000001033
40000001006,6.51,2,3,PROFIT(saving),1,12,40000001033
40000001007,35.48,2,3,PROFIT(share),1,12,40000001034
40000001008,6.51,2,3,PROFIT(saving),1,12,40000001034
40000001009,35.48,2,3,PROFIT(share),1,12,40000001035
40000001010,6.51,2,3,PROFIT(saving),1,12,40000001035
40000001011,35.48,2,3,PROFIT(share),1,12,40000001036
40000001012,6.51,2,3,PROFIT(saving),1,12,40000001036
40000001013,35.48,2,3,PROFIT(share),1,12,40000001037
40000001014,19.71,2,3,PROFIT(saving),1,12,40000001037
40000001015,35.48,2,3,PROFIT(share),1,12,40000001038
40000001016,6.51,2,3,PROFIT(saving),1,12,40000001038
40000001017,35.48,2,3,PROFIT(share),1,12,40000001039
40000001018,6.51,2,3,PROFIT(saving),1,12,40000001039
40000001019,35.48,2,3,PROFIT(share),1,12,40000001040
40000001020,6.51,2,3,PROFIT(saving),1,12,40000001040
40000001021,35.48,2,3,PROFIT(share),1,12,40000001041
40000001022,6.51,2,3,PROFIT(saving),1,12,40000001041
40000001023,35.48,2,3,PROFIT(share),1,12,40000001042
40000001024,6.51,2,3,PROFIT(saving),1,12,40000001042
40000001025,33.71,2,3,PROFIT(share),1,12,40000001043
40000001026,2593.5,2,3,PROFIT(saving),1,12,40000001043
40000001027,35.48,2,3,PROFIT(share),1,12,40000001044
40000001028,6.51,2,3,PROFIT(saving),1,12,40000001044
40000001029,35.48,2,3,PROFIT(share),1,12,40000001045
40000001030,6.51,2,3,PROFIT(saving),1,12,40000001045
40000001031,35.48,2,3,PROFIT(share),1,12,40000001046
40000001032,31.15,2,3,PROFIT(saving),1,12,40000001046
40000001033,35.48,2,3,PROFIT(share),1,12,40000001047
40000001034,6.51,2,3,PROFIT(saving),1,12,40000001047
40000001035,35.48,2,3,PROFIT(share),1,12,40000001048
40000001036,588.05,2,3,PROFIT(saving),1,12,40000001048
40000001037,35.48,2,3,PROFIT(share),1,12,40000001049
40000001038,6.51,2,3,PROFIT(saving),1,12,40000001049
40000001039,35.48,2,3,PROFIT(share),1,12,40000001050
40000001040,6.51,2,3,PROFIT(saving),1,12,40000001050
40000001041,35.48,2,3,PROFIT(share),1,12,40000001051
40000001042,6.51,2,3,PROFIT(saving),1,12,40000001051
40000001043,35.48,2,3,PROFIT(share),1,12,40000001052
40000001044,6.51,2,3,PROFIT(saving),1,12,40000001052
40000001045,35.48,2,3,PROFIT(share),1,12,40000001053
40000001046,6.51,2,3,PROFIT(saving),1,12,40000001053
40000001047,35.48,2,3,PROFIT(share),1,12,40000001054
40000001048,6.51,2,3,PROFIT(saving),1,12,40000001054
40000001049,35.48,2,3,PROFIT(share),1,12,40000001055
40000001050,6.51,2,3,PROFIT(saving),1,12,40000001055
40000001051,35.48,2,3,PROFIT(share),1,12,40000001056
40000001052,292.74,2,3,PROFIT(saving),1,12,40000001056
40000001053,35.48,2,3,PROFIT(share),1,12,40000001057
40000001054,6.51,2,3,PROFIT(saving),1,12,40000001057
40000001055,35.48,2,3,PROFIT(share),1,12,40000001058
40000001056,13.01,2,3,PROFIT(saving),1,12,40000001058
40000001057,35.48,2,3,PROFIT(share),1,12,40000001059
40000001058,6.51,2,3,PROFIT(saving),1,12,40000001059
40000001059,35.48,2,3,PROFIT(share),1,12,40000001060
40000001060,6.51,2,3,PROFIT(saving),1,12,40000001060
40000001061,35.48,2,3,PROFIT(share),1,12,40000001061
40000001062,6.51,2,3,PROFIT(saving),1,12,40000001061
40000001063,70.18,2,3,PROFIT(share),1,12,40000001062
40000001064,12.85,2,3,PROFIT(saving),1,12,40000001062
40000001065,34.7,2,3,PROFIT(share),1,12,40000001063
40000001066,12.7,2,3,PROFIT(saving),1,12,40000001063
40000001067,34.7,2,3,PROFIT(share),1,12,40000001064
40000001068,12.7,2,3,PROFIT(saving),1,12,40000001064
40000001069,34.7,2,3,PROFIT(share),1,12,40000001065
40000001070,12.7,2,3,PROFIT(saving),1,12,40000001065
40000001071,34.3,2,3,PROFIT(share),1,12,40000001066
40000001072,15.55,2,3,PROFIT(saving),1,12,40000001066
40000001073,34.3,2,3,PROFIT(share),1,12,40000001067
40000001074,6.27,2,3,PROFIT(saving),1,12,40000001067
40000001075,33.51,2,3,PROFIT(share),1,12,40000001068
40000001076,90.5,2,3,PROFIT(saving),1,12,40000001068
40000001077,32.53,2,3,PROFIT(share),1,12,40000001069
40000001078,18.73,2,3,PROFIT(saving),1,12,40000001069
40000001079,30.16,2,3,PROFIT(share),1,12,40000001070
40000001080,4738.16,2,3,PROFIT(saving),1,12,40000001070
40000001081,30.16,2,3,PROFIT(share),1,12,40000001071
40000001082,10.88,2,3,PROFIT(saving),1,12,40000001071
40000001083,29.77,2,3,PROFIT(share),1,12,40000001072
40000001084,5.36,2,3,PROFIT(saving),1,12,40000001072
40000001085,27.8,2,3,PROFIT(share),1,12,40000001073
40000001086,4.97,2,3,PROFIT(saving),1,12,40000001073
40000001087,26.42,2,3,PROFIT(share),1,12,40000001074
40000001088,745.56,2,3,PROFIT(saving),1,12,40000001074
40000001089,24.64,2,3,PROFIT(share),1,12,40000001075
40000001090,4.34,2,3,PROFIT(saving),1,12,40000001075
40000001091,23.85,2,3,PROFIT(share),1,12,40000001076
40000001092,27.2,2,3,PROFIT(saving),1,12,40000001076
40000001093,22.87,2,3,PROFIT(share),1,12,40000001077
40000001094,48.77,2,3,PROFIT(saving),1,12,40000001077
40000001095,22.67,2,3,PROFIT(share),1,12,40000001078
40000001096,219.61,2,3,PROFIT(saving),1,12,40000001078
40000001097,21.49,2,3,PROFIT(share),1,12,40000001079
40000001098,14666.78,2,3,PROFIT(saving),1,12,40000001079
40000001099,20.5,2,3,PROFIT(share),1,12,40000001080
40000001100,3.51,2,3,PROFIT(saving),1,12,40000001080
40000001101,20.11,2,3,PROFIT(share),1,12,40000001081
40000001102,32.19,2,3,PROFIT(saving),1,12,40000001081
40000001103,20.11,2,3,PROFIT(share),1,12,40000001082
40000001104,36.47,2,3,PROFIT(saving),1,12,40000001082
40000001105,19.91,2,3,PROFIT(share),1,12,40000001083
40000001106,3.39,2,3,PROFIT(saving),1,12,40000001083
40000001107,19.71,2,3,PROFIT(share),1,12,40000001084
40000001108,6.7,2,3,PROFIT(saving),1,12,40000001084
40000001109,18.92,2,3,PROFIT(share),1,12,40000001085
40000001110,6.39,2,3,PROFIT(saving),1,12,40000001085
40000001111,18.53,2,3,PROFIT(share),1,12,40000001086
40000001112,262.5,2,3,PROFIT(saving),1,12,40000001086
40000001113,37.06,2,3,PROFIT(share),1,12,40000001087
40000001114,3.11,2,3,PROFIT(saving),1,12,40000001087
40000001115,18.53,2,3,PROFIT(share),1,12,40000001088
40000001116,6.23,2,3,PROFIT(saving),1,12,40000001088
40000001117,37.06,2,3,PROFIT(share),1,12,40000001089
40000001118,3.11,2,3,PROFIT(saving),1,12,40000001089
40000001119,18.14,2,3,PROFIT(share),1,12,40000001090
40000001120,8.44,2,3,PROFIT(saving),1,12,40000001090
40000001121,17.74,2,3,PROFIT(share),1,12,40000001091
40000001122,5.91,2,3,PROFIT(saving),1,12,40000001091
40000001149,15.38,2,3,PROFIT(share),1,12,40000001105
40000001150,2.48,2,3,PROFIT(saving),1,12,40000001105
40000001303,70000,2,3,cashPawned 170168,12,10,40000001195
40000001304,700,2,1,170168 CashAdminFee 40000000765,7,12,40000001196
40000001305,18000,2,3,LoanRepay(cash) 170020  40000000766,10,12,40000001197
40000001306,150,2,1,CashDon 170020 40000000767,6,12,40000001198
40000001307,20000,2,3,LoanRepay(cash) 170022  40000000768,10,12,40000001200
40000001308,150,2,1,CashDon 170022 40000000769,6,12,40000001201
40000001309,6000,2,3,LoanRepay(cash) 170041  40000000770,10,12,40000001203
40000001310,0.01,2,1,CashDon 170041 40000000771,6,12,40000001204
40000001329,32000,2,3,cashPawned 170172,12,10,40000001227
40000001330,400,2,1,170172 CashAdminFee 40000000787,7,12,40000001228
40000001331,8000,2,3,LoanRepay(cash) 170095  40000000788,10,12,40000001229
40000001332,100,2,1,CashDon 170095 40000000789,6,12,40000001230
40000001333,13000,2,3,LoanRepay(cash) 170111  40000000790,10,12,40000001232
40000001334,100,2,1,CashDon 170111 40000000791,6,12,40000001233
40000001342,50000,2,3,cashPawned 170175,12,10,40000001242
40000001343,500,2,1,170175 CashAdminFee 40000000797,7,12,40000001243
40000001358,20000,2,3,cashPawned 170179,12,10,40000001259
40000001359,200,2,1,170179 CashAdminFee 40000000809,7,12,40000001260
40000001367,15000,2,3,CashWidth 40000000067,12,1,40000001268
40000001380,80000,2,3,LoanRepay(cash) 170104  40000000823,10,12,40000001281
40000001381,200,2,1,CashDon 170104 40000000824,6,12,40000001282
40000001383,10000,2,3,cashPawned 170184,12,10,40000001285
40000001384,100,2,1,170184 CashAdminFee 40000000826,7,12,40000001286
40000001416,2000,2,3,Dep(cash)  40000000849,1,12,40000001318
40000001417,7000,2,3,LoanRepay(cash) 170037  40000000850,10,12,40000001319
40000001418,100,2,1,CashDon 170037 40000000851,6,12,40000001320
40000001452,100000,2,3,cashPawned 170200,12,10,40000001357
40000001453,1000,2,1,170200 CashAdminFee 40000000879,7,12,40000001358
40000001454,80000,2,3,LoanRepay(cash) 170125  40000000880,10,12,40000001359
40000001455,0.01,2,1,CashDon 170125 40000000881,6,12,40000001360
40000001456,80000,2,3,LoanRepay(cash) 170003  40000000882,10,12,40000001362
40000001457,500,2,1,CashDon 170003 40000000883,6,12,40000001363
40000001459,14000,2,3,CashWidth 40000000069,12,1,40000001366
40000001460,96000,2,3,cashPawned 170201,12,10,40000001367
40000001461,1000,2,1,170201 CashAdminFee 40000000884,7,12,40000001368
40000001462,50000,2,3,LoanRepay(cash) 170175  40000000885,10,12,40000001369
40000001463,200,2,1,CashDon 170175 40000000886,6,12,40000001370
40000001464,100000,2,3,cashPawned 170202,12,10,40000001372
40000001465,1000,2,1,170202 CashAdminFee 40000000887,7,12,40000001373
40000001469,28000,2,3,cashPawned 170204,12,10,40000001377
40000001470,300,2,1,170204 CashAdminFee 40000000889,7,12,40000001378
40000001478,9000,2,3,cashPawned 170207,12,10,40000001386
40000001479,100,2,1,170207 CashAdminFee 40000000895,7,12,40000001387
40000001523,100000,2,3,CashWidth 40000000071,12,1,40000001432
40000001524,100000,2,3,revoking trans,1,12,40000001433
40000001525,40000,2,3,CashWidth 40000000072,12,1,40000001434
40000001533,60000,2,3,cashPawned 170219,12,10,40000001444
40000001534,600,2,1,170219 CashAdminFee 40000000934,7,12,40000001445
40000001536,56000,2,3,cashPawned 170220,12,10,40000001447
40000001537,600,2,1,170220 CashAdminFee 40000000936,7,12,40000001448
40000001538,20000,2,3,Dep(cash)  40000000937,1,12,40000001449
40000001552,50000,2,3,Dep(cash)  40000000947,1,12,40000001464
40000001562,10000,2,3,CashWidth 40000000074,12,1,40000001474
40000001569,20000,2,3,CashWidth 40000000075,12,1,40000001481
40000001574,50000,2,3,cashPawned 170233,12,10,40000001486
40000001575,500,2,1,170233 CashAdminFee 40000000959,7,12,40000001487
40000001576,25000,2,3,LoanRepay(cash) 170140  40000000960,10,12,40000001488
40000001577,200,2,1,CashDon 170140 40000000961,6,12,40000001489
40000001578,10000,2,3,LoanRepay(cash) 170184  40000000962,10,12,40000001491
40000001579,100,2,1,CashDon 170184 40000000963,6,12,40000001492
40000001581,75000,2,3,LoanRepay(cash) 170016  40000000965,10,12,40000001495
40000001582,1000,2,1,CashDon 170016 40000000966,6,12,40000001496
40000001589,45000,2,3,cashPawned 170235,12,10,40000001504
40000001590,500,2,1,170235 CashAdminFee 40000000972,7,12,40000001505
40000001591,10000,2,3,Dep(cash)  40000000973,1,12,40000001506
40000001603,10000,2,3,Dep(cash)  40000000981,1,12,40000001518
40000001604,80000,2,3,cashPawned 170240,12,10,40000001519
40000001605,800,2,1,170240 CashAdminFee 40000000982,7,12,40000001520
40000001609,10000,2,3,CashWidth 40000000076,12,1,40000001524
40000001615,80000,2,3,cashPawned 170243,12,10,40000001530
40000001616,800,2,1,170243 CashAdminFee 40000000989,7,12,40000001531
40000001621,100000,2,3,cashPawned 170244,12,10,40000001536
40000001622,1000,2,1,170244 CashAdminFee 40000000994,7,12,40000001537
40000001637,13000,2,3,cashPawned 170247,12,10,40000001553
40000001638,200,2,1,170247 CashAdminFee 40000001005,7,12,40000001554
40000001639,10000,2,3,CashWidth 40000000079,12,1,40000001555
40000001644,6500,2,3,cashPawned 170249,12,10,40000001561
40000001645,100,2,1,170249 CashAdminFee 40000001009,7,12,40000001562
40000001653,10000,2,3,cashPawned 170252,12,10,40000001570
40000001654,100,2,1,170252 CashAdminFee 40000001015,7,12,40000001571
40000001669,75000,2,3,Dep(cash)  40000001029,1,12,40000001586
40000001672,35000,2,3,cashPawned 170255,12,10,40000001589
40000001673,400,2,1,170255 CashAdminFee 40000001031,7,12,40000001590
40000001681,99000,2,3,Dep(cash)  40000001036,1,12,40000001598
40000001694,10000,2,3,CashWidth 40000000083,12,1,40000001611
40000001695,70000,2,3,cashPawned 170261,12,10,40000001612
40000001696,700,2,1,170261 CashAdminFee 40000001044,7,12,40000001613
40000001719,20000,2,3,cashPawned 170264,12,10,40000001637
40000001720,200,2,1,170264 CashAdminFee 40000001064,7,12,40000001638
40000001721,45000,2,3,cashPawned 170265,12,10,40000001639
40000001722,500,2,1,170265 CashAdminFee 40000001065,7,12,40000001640
40000001730,55000,2,3,cashPawned 170267,12,10,40000001650
40000001731,500,2,1,170267 CashAdminFee 40000001071,7,12,40000001651
40000001732,500,2,3,revoking trans,12,7,40000001652
40000001733,600,2,1,170267 CashAdminFee 40000001072,7,12,40000001653
40000001736,100000,2,3,LoanRepay(cash) 170200  40000001075,10,12,40000001657
40000001737,100,2,1,CashDon 170200 40000001076,6,12,40000001658
40000001738,50000,2,3,cashPawned 170268,12,10,40000001660
40000001739,500,2,1,170268 CashAdminFee 40000001077,7,12,40000001661
40000001740,50000,2,3,cashPawned 170269,12,10,40000001662
40000001741,500,2,1,CashRegFee 40000001078,47,12,40000001663
40000001746,40000,2,3,Dep(cash)  40000001083,1,12,40000001668
40000001747,100000,2,3,LoanRepay(cash) 170202  40000001084,10,12,40000001669
40000001748,0.01,2,1,CashDon 170202 40000001085,6,12,40000001670
40000001749,100000,2,3,cashPawned 170270,12,10,40000001671
40000001750,1000,2,1,170270 CashAdminFee 40000001086,7,12,40000001672
40000001753,500,2,1,170269 CashAdminFee 40000001088,7,12,40000001675
40000001754,500,2,3,revoking trans,12,47,40000001676
40000001755,24000,2,3,CashWidth 40000000086,12,1,40000001677
40000001775,10000,2,3,CashWidth 40000000089,12,1,40000001697
40000001776,2100,2,3,CashWidth 40000000090,12,1,40000001698
40000001783,8000,2,3,cashPawned 170281,12,10,40000001706
40000001784,100,2,1,170281 CashAdminFee 40000001103,7,12,40000001707
40000001785,10000,2,3,cashPawned 170282,12,10,40000001708
40000001786,100,2,1,170282 CashAdminFee 40000001104,7,12,40000001709
40000001800,40000,2,3,Dep(cash)  40000001115,1,12,40000001723
40000001803,17000,2,3,cashPawned 170286,12,10,40000001726
40000001804,200,2,1,170286 CashAdminFee 40000001118,7,12,40000001727
40000001807,10000,2,3,CashWidth 40000000091,12,1,40000001730
40000001833,20000,2,3,cashPawned 170294,12,10,40000001758
40000001834,200,2,1,170294 CashAdminFee 40000001139,7,12,40000001759
40000001835,100000,2,3,CashWidth 40000000092,12,1,40000001760
40000001842,155000,2,3,Dep(cash)  40000001146,1,12,40000001767
40000001847,45000,2,3,cashPawned 170297,12,10,40000001772
40000001848,500,2,1,170297 CashAdminFee 40000001149,7,12,40000001773
40000001875,30000,2,3,CashWidth 40000000094,12,1,40000001800
40000001876,40000,2,3,cashPawned 170304,12,10,40000001801
40000001877,400,2,1,170304 CashAdminFee 40000001169,7,12,40000001802
40000001878,23000,2,3,cashPawned 170305,12,10,40000001803
40000001879,300,2,1,170305 CashAdminFee 40000001170,7,12,40000001804
40000001880,50000,2,3,cashPawned 170306,12,10,40000001805
40000001881,500,2,1,170306 CashAdminFee 40000001171,7,12,40000001806
40000001890,5000,2,3,CashWidth 40000000095,12,1,40000001817
40000001893,15000,2,3,cashPawned 170309,12,10,40000001821
40000001894,200,2,1,170309 CashAdminFee 40000001180,7,12,40000001822
40000001904,30000,2,3,CashWidth 40000000096,12,1,40000001833
40000001906,200,2,3,Dep(cash)  40000001189,1,12,40000001835
40000001914,200000,2,3,Dep(cash)  40000001195,1,12,40000001843
40000001915,535000,2,3,Dep(cash)  40000001196,1,12,40000001844
40000001916,30000,2,3,cashPawned 170314,12,10,40000001845
40000001917,300,2,1,170314 CashAdminFee 40000001197,7,12,40000001846
40000001918,6000,2,3,cashPawned 170315,12,10,40000001847
40000001919,100,2,1,170315 CashAdminFee 40000001198,7,12,40000001848
40000001920,40000,2,3,CashWidth 40000000097,12,1,40000001849
40000001930,30000,2,3,LoanRepay(cash) 170065  40000001205,10,12,40000001859
40000001931,300,2,1,CashDon 170065 40000001206,6,12,40000001860
40000001941,32000,2,3,cashPawned 170321,12,10,40000001870
40000001942,400,2,1,170321 CashAdminFee 40000001210,7,12,40000001871
40000001953,45000,2,3,LoanRepay(cash) 170166  40000001217,10,12,40000001883
40000001954,600,2,1,CashDon 170166 40000001218,6,12,40000001884
40000001970,100000,2,3,LoanRepay(cash) 170116  40000001231,10,12,40000001904
40000001971,1000,2,1,CashDon 170116 40000001232,6,12,40000001905
40000001972,5000,2,3,CashWidth 40000000102,12,1,40000001906
40000001979,6000,2,3,LoanRepay(cash) 170315  40000001238,10,12,40000001913
40000001980,100,2,1,CashDon 170315 40000001239,6,12,40000001914
40000001981,70000,2,3,CashWidth 40000000103,12,1,40000001916
40000001984,35000,2,3,cashPawned 170330,12,10,40000001919
40000001985,400,2,1,170330 CashAdminFee 40000001241,7,12,40000001920
40000001988,9000,2,3,cashPawned 170332,12,10,40000001923
40000001989,100,2,1,170332 CashAdminFee 40000001243,7,12,40000001924
40000002000,80000,2,3,LoanRepay(cash) 170071  40000001251,10,12,40000001935
40000002001,1500,2,1,CashDon 170071 40000001252,6,12,40000001936
40000002002,80000,2,3,LoanRepay(cash) 170062  40000001253,10,12,40000001938
40000002003,1500,2,1,CashDon 170062 40000001254,6,12,40000001939
40000002004,40000,2,3,cashPawned 170336,12,10,40000001941
40000002005,400,2,1,170336 CashAdminFee 40000001255,7,12,40000001942
40000002022,55000,2,3,Dep(cash)  40000001263,1,12,40000001962
40000002040,35000,2,3,Dep(cash)  40000001277,1,12,40000001981
40000002045,10000,2,3,CashWidth 40000000109,12,1,40000001986
40000002048,7000,2,3,cashPawned 170348,12,10,40000001989
40000002049,100,2,1,170348 CashAdminFee 40000001281,7,12,40000001990
40000002056,30000,2,3,CashWidth 40000000110,12,1,40000001998
40000002075,50000,2,3,LoanRepay(cash) 170233  40000001300,10,12,40000002019
40000002076,500,2,1,CashDon 170233 40000001301,6,12,40000002020
40000002077,50000,2,3,cashPawned 170354,12,10,40000002022
40000002078,500,2,1,170354 CashAdminFee 40000001302,7,12,40000002023
40000002087,25000,2,3,CashWidth 40000000113,12,1,40000002033
40000002089,20000,2,3,cashPawned 170357,12,10,40000002035
40000002090,200,2,1,170357 CashAdminFee 40000001309,7,12,40000002036
40000002091,60000,2,3,LoanRepay(cash) 170007  40000001310,10,12,40000002037
40000002092,1000,2,1,CashDon 170007 40000001311,6,12,40000002038
40000002103,30000,2,3,Dep(cash)  40000001321,1,12,40000002054
40000002104,80000,2,3,LoanRepay(cash) 170023  40000001322,10,12,40000002055
40000002105,1500,2,1,CashDon 170023 40000001323,6,12,40000002056
40000002109,10000,2,3,CashWidth 40000000115,12,1,40000002062
40000002115,10000,2,3,Dep(cash)  40000001330,1,12,40000002068
40000002126,60000,2,3,cashPawned 170362,12,10,40000002081
40000002127,600,2,1,170362 CashAdminFee 40000001338,7,12,40000002082
40000002128,400,2,3,Dep(cash)  40000001339,1,12,40000002083
40000002157,40000,2,3,CashWidth 40000000119,12,1,40000002116
40000002160,45000,2,3,LoanRepay(cash) 170265  40000001363,10,12,40000002119
40000002161,400,2,1,CashDon 170265 40000001364,6,12,40000002120
40000002162,35000,2,3,LoanRepay(cash) 170255  40000001365,10,12,40000002122
40000002163,400,2,1,CashDon 170255 40000001366,6,12,40000002123
40000002168,80000,2,3,LoanRepay(cash) 170005  40000001369,10,12,40000002129
40000002169,300,2,1,CashDon 170005 40000001370,6,12,40000002130
40000002183,20000,2,3,cashPawned 170373,12,10,40000002148
40000002184,200,2,1,170373 CashAdminFee 40000001380,7,12,40000002149
40000002205,20000,2,3,Dep(cash)  40000001398,1,12,40000002172
40000002206,20000,2,3,CashWidth 40000000121,12,1,40000002173
40000002207,22000,2,3,cashPawned 170377,12,10,40000002174
40000002208,300,2,1,170377 CashAdminFee 40000001399,7,12,40000002175
40000002218,50000,2,3,LoanRepay(cash) 170354  40000001406,10,12,40000002185
40000002219,0.01,2,1,CashDon 170354 40000001407,6,12,40000002186
40000002227,5000,2,3,CashWidth 40000000123,12,1,40000002195
40000002232,50000,2,3,cashPawned 170385,12,10,40000002201
40000002233,500,2,1,170385 CashAdminFee 40000001414,7,12,40000002202
40000002234,25000,2,3,cashPawned 170386,12,10,40000002203
40000002235,300,2,1,170386 CashAdminFee 40000001415,7,12,40000002204
40000002245,25000,2,3,cashPawned 170389,12,10,40000002216
40000002246,300,2,1,170389 CashAdminFee 40000001422,7,12,40000002217
40000002247,4000,2,3,Dep(cash)  40000001423,1,12,40000002218
40000002254,20000,2,3,LoanRepay(cash) 170294  40000001427,10,12,40000002225
40000002255,200,2,1,CashDon 170294 40000001428,6,12,40000002226
40000002265,25000,2,3,LoanRepay(cash) 170389  40000001436,10,12,40000002238
40000002266,0.01,2,1,CashDon 170389 40000001437,6,12,40000002239
40000002267,12000,2,3,cashPawned 170395,12,10,40000002241
40000002268,200,2,1,170395 CashAdminFee 40000001438,7,12,40000002242
40000002279,80000,2,3,cashPawned 170398,12,10,40000002254
40000002280,800,2,1,170398 CashAdminFee 40000001447,7,12,40000002255
40000002281,35000,2,3,LoanRepay(cash) 170074  40000001448,10,12,40000002256
40000002282,500,2,1,CashDon 170074 40000001449,6,12,40000002257
40000002283,11000,2,3,Dep(cash)  40000001450,1,12,40000002259
40000002284,35000,2,3,LoanRepay(cash) 170061  40000001451,10,12,40000002260
40000002285,0.01,2,1,CashDon 170061 40000001452,6,12,40000002261
40000002286,23000,2,3,LoanRepay(cash) 170078  40000001453,10,12,40000002262
40000002287,0.01,2,1,CashDon 170078 40000001454,6,12,40000002263
40000002288,32000,2,3,LoanRepay(cash) 170172  40000001455,10,12,40000002264
40000002289,0.01,2,1,CashDon 170172 40000001456,6,12,40000002265
40000002290,10000,2,3,LoanRepay(cash) 170252  40000001457,10,12,40000002266
40000002291,0.01,2,1,CashDon 170252 40000001458,6,12,40000002267
40000002302,220000,2,3,Dep(cash)  40000001467,1,12,40000002285
40000002306,18000,2,3,LoanRepay(cash) 170046  40000001469,10,12,40000002289
40000002307,300,2,1,CashDon 170046 40000001470,6,12,40000002290
40000002311,20000,2,3,CashWidth 40000000126,12,1,40000002295
40000002335,13000,2,3,cashPawned 170409,12,10,40000002320
40000002336,200,2,1,170409 CashAdminFee 40000001490,7,12,40000002321
40000002337,20000,2,3,Dep(cash)  40000001491,1,12,40000002322
40000002343,17000,2,3,LoanRepay(cash) 170008  40000001496,10,12,40000002328
40000002344,500,2,1,CashDon 170008 40000001497,6,12,40000002329
40000002355,14000,2,3,cashPawned 170412,12,10,40000002342
40000002356,200,2,1,170412 CashAdminFee 40000001505,7,12,40000002343
40000002364,70000,2,3,CashWidth 40000000130,12,1,40000002351
40000002373,10000,2,3,cashPawned 170417,12,10,40000002361
40000002374,100,2,1,170417 CashAdminFee 40000001516,7,12,40000002362
40000002380,50000,2,3,LoanRepay(cash) 170099  40000001521,10,12,40000002368
40000002381,500,2,1,CashDon 170099 40000001522,6,12,40000002369
40000002382,30000,2,3,LoanRepay(cash) 170314  40000001523,10,12,40000002371
40000002383,500,2,1,CashDon 170314 40000001524,6,12,40000002372
40000002386,20000,2,3,CashWidth 40000000133,12,1,40000002376
40000002387,22000,2,3,LoanRepay(cash) 170377  40000001525,10,12,40000002377
40000002388,0.01,2,1,CashDon 170377 40000001526,6,12,40000002378
40000002404,41000,2,3,CashWidth 40000000134,12,1,40000002396
40000002409,80000,2,3,LoanRepay(cash) 170029  40000001543,10,12,40000002401
40000002410,2000,2,1,CashDon 170029 40000001544,6,12,40000002402
40000002411,80000,2,3,cashPawned 170422,12,10,40000002404
40000002412,800,2,1,170422 CashAdminFee 40000001545,7,12,40000002405
40000002418,60000,2,3,cashPawned 170424,12,10,40000002412
40000002419,600,2,1,170424 CashAdminFee 40000001550,7,12,40000002413
40000002421,13000,2,3,LoanRepay(cash) 170247  40000001552,10,12,40000002415
40000002422,200,2,1,CashDon 170247 40000001553,6,12,40000002416
40000002433,9000,2,3,LoanRepay(cash) 170332  40000001560,10,12,40000002429
40000002434,100,2,1,CashDon 170332 40000001561,6,12,40000002430
40000002435,80000,2,3,cashPawned 170428,12,10,40000002432
40000002436,800,2,1,170428 CashAdminFee 40000001562,7,12,40000002433
40000002440,65000,2,3,cashPawned 170429,12,10,40000002437
40000002441,700,2,1,170429 CashAdminFee 40000001566,7,12,40000002438
40000002447,8000,2,3,cashPawned 170431,12,10,40000002444
40000002448,100,2,1,170431 CashAdminFee 40000001571,7,12,40000002445
40000002453,2000,2,3,CashWidth 40000000136,12,1,40000002450
40000002477,28000,2,3,cashPawned 170436,12,10,40000002475
40000002478,300,2,1,170436 CashAdminFee 40000001594,7,12,40000002476
40000002479,22000,2,3,cashPawned 170437,12,10,40000002477
40000002480,300,2,1,170437 CashAdminFee 40000001595,7,12,40000002478
40000002509,11000,2,3,CashWidth 40000000141,12,1,40000002511
40000002513,12000,2,3,cashPawned 170443,12,10,40000002515
40000002514,200,2,1,170443 CashAdminFee 40000001618,7,12,40000002516
40000002522,500,2,1,CashDon 170252 40000001624,6,12,40000002525
40000002523,120000,2,3,CashWidth 40000000143,12,1,40000002526
40000002527,70000,2,3,LoanRepay(cash) 170168  40000001625,10,12,40000002530
40000002528,500,2,1,CashDon 170168 40000001626,6,12,40000002531
40000002529,32000,2,3,LoanRepay(cash) 170027  40000001627,10,12,40000002533
40000002530,500,2,1,CashDon 170027 40000001628,6,12,40000002534
40000002546,28000,2,3,cashPawned 170447,12,10,40000002555
40000002547,300,2,1,170447 CashAdminFee 40000001641,7,12,40000002556
40000002560,70000,2,3,LoanRepay(cash) 170261  40000001652,10,12,40000002573
40000002561,0.01,2,1,CashDon 170261 40000001653,6,12,40000002574
40000002565,3000,2,3,CashWidth 40000000150,12,1,40000002579
40000002569,25000,2,3,cashPawned 170451,12,10,40000002584
40000002570,300,2,1,170451 CashAdminFee 40000001658,7,12,40000002585
40000002573,15000,2,3,LoanRepay(cash) 170012  40000001661,10,12,40000002589
40000002574,500,2,1,CashDon 170012 40000001662,6,12,40000002590
40000002575,20000,2,3,LoanRepay(cash) 170028  40000001663,10,12,40000002592
40000002576,500,2,1,CashDon 170028 40000001664,6,12,40000002593
40000002577,20000,2,3,cashPawned 170452,12,10,40000002595
40000002578,200,2,1,170452 CashAdminFee 40000001665,7,12,40000002596
40000002596,105000,2,3,CashWidth 40000000154,12,1,40000002616
40000002610,2000,2,3,CashWidth 40000000158,12,1,40000002634
40000002625,25000,2,3,cashPawned 170459,12,10,40000002650
40000002626,300,2,1,170459 CashAdminFee 40000001696,7,12,40000002651
