id,amt,flow,inex,notes,ac1_id,ac2_id,trans_id
40000002364,70000.00,2,3,CashWidth 40000000130,12,1,40000002351
40000002373,10000.00,2,3,cashPawned 170417,12,10,40000002361
40000002374,100.00,2,1,170417 CashAdminFee 40000001516,7,12,40000002362
40000002380,50000.00,2,3,LoanRepay(cash) 170099  40000001521,10,12,40000002368
40000002381,500.00,2,1,CashDon 170099 40000001522,6,12,40000002369
40000002382,30000.00,2,3,LoanRepay(cash) 170314  40000001523,10,12,40000002371
40000002383,500.00,2,1,CashDon 170314 40000001524,6,12,40000002372
40000002386,20000.00,2,3,CashWidth 40000000133,12,1,40000002376
40000002387,22000.00,2,3,LoanRepay(cash) 170377  40000001525,10,12,40000002377
40000002388,0.01,2,1,CashDon 170377 40000001526,6,12,40000002378
40000002404,41000.00,2,3,CashWidth 40000000134,12,1,40000002396
40000002409,80000.00,2,3,LoanRepay(cash) 170029  40000001543,10,12,40000002401
40000002410,2000.00,2,1,CashDon 170029 40000001544,6,12,40000002402
40000002411,80000.00,2,3,cashPawned 170422,12,10,40000002404
40000002412,800.00,2,1,170422 CashAdminFee 40000001545,7,12,40000002405
40000002418,60000.00,2,3,cashPawned 170424,12,10,40000002412
40000002419,600.00,2,1,170424 CashAdminFee 40000001550,7,12,40000002413
40000002421,13000.00,2,3,LoanRepay(cash) 170247  40000001552,10,12,40000002415
40000002422,200.00,2,1,CashDon 170247 40000001553,6,12,40000002416
40000002433,9000.00,2,3,LoanRepay(cash) 170332  40000001560,10,12,40000002429
40000002434,100.00,2,1,CashDon 170332 40000001561,6,12,40000002430
40000002435,80000.00,2,3,cashPawned 170428,12,10,40000002432
40000002436,800.00,2,1,170428 CashAdminFee 40000001562,7,12,40000002433
40000002440,65000.00,2,3,cashPawned 170429,12,10,40000002437
40000002441,700.00,2,1,170429 CashAdminFee 40000001566,7,12,40000002438
40000002447,8000.00,2,3,cashPawned 170431,12,10,40000002444
40000002448,100.00,2,1,170431 CashAdminFee 40000001571,7,12,40000002445
40000002453,2000.00,2,3,CashWidth 40000000136,12,1,40000002450
40000002477,28000.00,2,3,cashPawned 170436,12,10,40000002475
40000002478,300.00,2,1,170436 CashAdminFee 40000001594,7,12,40000002476
40000002479,22000.00,2,3,cashPawned 170437,12,10,40000002477
40000002480,300.00,2,1,170437 CashAdminFee 40000001595,7,12,40000002478
40000002509,11000.00,2,3,CashWidth 40000000141,12,1,40000002511
40000002513,12000.00,2,3,cashPawned 170443,12,10,40000002515
40000002514,200.00,2,1,170443 CashAdminFee 40000001618,7,12,40000002516
40000002522,500.00,2,1,CashDon 170252 40000001624,6,12,40000002525
40000002523,120000.00,2,3,CashWidth 40000000143,12,1,40000002526
40000002527,70000.00,2,3,LoanRepay(cash) 170168  40000001625,10,12,40000002530
40000002528,500.00,2,1,CashDon 170168 40000001626,6,12,40000002531
40000002529,32000.00,2,3,LoanRepay(cash) 170027  40000001627,10,12,40000002533
40000002530,500.00,2,1,CashDon 170027 40000001628,6,12,40000002534
40000002546,28000.00,2,3,cashPawned 170447,12,10,40000002555
40000002547,300.00,2,1,170447 CashAdminFee 40000001641,7,12,40000002556
40000002560,70000.00,2,3,LoanRepay(cash) 170261  40000001652,10,12,40000002573
40000002561,0.01,2,1,CashDon 170261 40000001653,6,12,40000002574
40000002565,3000.00,2,3,CashWidth 40000000150,12,1,40000002579
40000002569,25000.00,2,3,cashPawned 170451,12,10,40000002584
40000002570,300.00,2,1,170451 CashAdminFee 40000001658,7,12,40000002585
40000002573,15000.00,2,3,LoanRepay(cash) 170012  40000001661,10,12,40000002589
40000002574,500.00,2,1,CashDon 170012 40000001662,6,12,40000002590
40000002575,20000.00,2,3,LoanRepay(cash) 170028  40000001663,10,12,40000002592
40000002576,500.00,2,1,CashDon 170028 40000001664,6,12,40000002593
40000002577,20000.00,2,3,cashPawned 170452,12,10,40000002595
40000002578,200.00,2,1,170452 CashAdminFee 40000001665,7,12,40000002596
40000002596,105000.00,2,3,CashWidth 40000000154,12,1,40000002616
40000002610,2000.00,2,3,CashWidth 40000000158,12,1,40000002634
40000002625,25000.00,2,3,cashPawned 170459,12,10,40000002650
40000002626,300.00,2,1,170459 CashAdminFee 40000001696,7,12,40000002651
40000002627,45000.00,2,3,LoanRepay(cash) 170297  40000001697,10,12,40000002652
40000002628,600.00,2,1,CashDon 170297 40000001698,6,12,40000002653
40000002633,20000.00,2,3,LoanRepay(cash) 170452  40000001702,10,12,40000002660
40000002634,0.01,2,1,CashDon 170452 40000001703,6,12,40000002661
40000002653,15000.00,2,3,CashWidth 40000000167,12,1,40000002682
40000002658,28000.00,2,3,cashPawned 170462,12,10,40000002689
40000002659,300.00,2,1,170462 CashAdminFee 40000001717,7,12,40000002690
40000002680,50000.00,2,3,cashPawned 170465,12,10,40000002715
40000002681,500.00,2,1,170465 CashAdminFee 40000001734,7,12,40000002716
40000002695,7000.00,2,3,LoanRepay(cash) 170100  40000001747,10,12,40000002735
40000002696,500.00,2,1,CashDon 170100 40000001748,6,12,40000002736
40000002707,25000.00,2,3,cashPawned 170469,12,10,40000002748
40000002708,300.00,2,1,170469 CashAdminFee 40000001756,7,12,40000002749
40000002720,35000.00,2,3,cashPawned 170472,12,10,40000002762
40000002721,400.00,2,1,170472 CashAdminFee 40000001763,7,12,40000002763
40000002737,75000.00,2,3,LoanRepay(cash) 170042  40000001776,10,12,40000002780
40000002738,1000.00,2,1,CashDon 170042 40000001777,6,12,40000002781
40000002741,10000.00,2,3,CashWidth 40000000177,12,1,40000002785
40000002742,25000.00,2,3,CashWidth 40000000178,12,1,40000002786
40000002744,25000.00,2,3,CashWidth 40000000180,12,1,40000002788
40000002753,25000.00,2,3,LoanRepay(cash) 170469  40000001783,10,12,40000002797
40000002754,0.01,2,1,CashDon 170469 40000001784,6,12,40000002798
40000002757,15000.00,2,3,LoanRepay(cash) 170021  40000001787,10,12,40000002803
40000002758,500.00,2,1,CashDon 170021 40000001788,6,12,40000002804
40000002759,40000.00,2,3,LoanRepay(cash) 170018  40000001789,10,12,40000002806
40000002760,500.00,2,1,CashDon 170018 40000001790,6,12,40000002807
40000002761,185000.00,2,3,Dep(cash)  40000001791,1,12,40000002809
40000002772,120000.00,2,3,CashWidth 40000000182,12,1,40000002821
40000002801,50000.00,2,3,cashPawned 170482,12,10,40000002855
40000002802,500.00,2,1,170482 CashAdminFee 40000001821,7,12,40000002856
40000002807,18000.00,2,3,cashPawned 170485,12,10,40000002861
40000002808,200.00,2,1,CashRegFee 40000001824,47,12,40000002862
40000002809,28000.00,2,3,LoanRepay(cash) 170204  40000001825,10,12,40000002863
40000002810,0.01,2,1,CashDon 170204 40000001826,6,12,40000002864
40000002811,12000.00,2,3,LoanRepay(cash) 170395  40000001827,10,12,40000002866
40000002812,200.00,2,1,CashDon 170395 40000001828,6,12,40000002867
40000002813,12000.00,2,3,cashPawned 170486,12,10,40000002869
40000002814,200.00,2,1,170486 CashAdminFee 40000001829,7,12,40000002870
40000002822,200.00,2,3,revoking trans,12,47,40000002878
40000002825,200.00,2,1,170485 CashAdminFee 40000001837,7,12,40000002881
40000002829,60000.00,2,3,CashWidth 40000000188,12,1,40000002885
40000002841,32000.00,2,3,LoanRepay(cash) 170321  40000001850,10,12,40000002899
40000002842,500.00,2,1,CashDon 170321 40000001851,6,12,40000002900
40000002853,105000.00,2,3,CashWidth 40000000191,12,1,40000002913
40000002866,75000.00,2,3,LoanRepay(cash) 170149  40000001865,10,12,40000002927
40000002867,1000.00,2,1,CashDon 170149 40000001866,6,12,40000002928
40000002871,4000.00,2,3,CashWidth 40000000194,12,1,40000002934
40000002891,50000.00,2,3,Dep(cash)  40000001881,1,12,40000002954
40000002902,1000.00,2,3,CashWidth 40000000199,12,1,40000002967
40000002903,40000.00,2,3,cashPawned 170500,12,10,40000002968
40000002904,400.00,2,1,170500 CashAdminFee 40000001889,7,12,40000002969
40000002910,13000.00,2,3,LoanRepay(cash) 170409  40000001894,10,12,40000002975
40000002911,200.00,2,1,CashDon 170409 40000001895,6,12,40000002976
40000002912,10000.00,2,3,cashPawned 170502,12,10,40000002978
40000002913,100.00,2,1,170502 CashAdminFee 40000001896,7,12,40000002979
40000002925,40000.00,2,3,cashPawned 170504,12,10,40000002994
40000002926,400.00,2,1,170504 CashAdminFee 40000001906,7,12,40000002995
40000002927,600.00,2,3,Dep(cash)  40000001907,1,12,40000002996
40000002928,70000.00,2,3,LoanRepay(cash) 170106  40000001908,10,12,40000002997
40000002929,1000.00,2,1,CashDon 170106 40000001909,6,12,40000002998
40000002934,7000.00,2,3,cashPawned 170507,12,10,40000003004
40000002935,100.00,2,1,170507 CashAdminFee 40000001912,7,12,40000003005
40000002936,22000.00,2,3,LoanRepay(cash) 170437  40000001913,10,12,40000003006
40000002937,300.00,2,1,CashDon 170437 40000001914,6,12,40000003007
40000002951,80000.00,2,3,CashWidth 40000000202,12,1,40000003024
40000002952,40000.00,2,3,cashPawned 170511,12,10,40000003025
40000002953,400.00,2,1,170511 CashAdminFee 40000001924,7,12,40000003026
40000002957,12000.00,2,3,cashPawned 170514,12,10,40000003030
40000002958,200.00,2,1,170514 CashAdminFee 40000001927,7,12,40000003031
40000003003,80000.00,2,3,LoanRepay(cash) 170243  40000001961,10,12,40000003083
40000003004,1000.00,2,1,CashDon 170243 40000001962,6,12,40000003084
40000003005,52000.00,2,3,cashPawned 170525,12,10,40000003086
40000003006,600.00,2,1,170525 CashAdminFee 40000001963,7,12,40000003087
40000003009,10000.00,2,3,LoanRepay(cash) 170502  40000001965,10,12,40000003090
40000003010,100.00,2,1,CashDon 170502 40000001966,6,12,40000003091
40000003011,30000.00,2,3,CashWidth 40000000204,12,1,40000003093
40000003013,5000.00,2,3,CashWidth 40000000206,12,1,40000003095
40000003022,55000.00,2,3,cashPawned 170531,12,10,40000003104
40000003023,600.00,2,1,170531 CashAdminFee 40000001971,7,12,40000003105
40000003040,8000.00,2,3,cashPawned 170533,12,10,40000003126
40000003041,100.00,2,1,170533 CashAdminFee 40000001984,7,12,40000003127
40000003042,10000.00,2,3,cashPawned 170534,12,10,40000003128
40000003043,100.00,2,1,170534 CashAdminFee 40000001985,7,12,40000003129
40000003064,7000.00,2,3,LoanRepay(cash) 170507  40000002003,10,12,40000003153
40000003065,200.00,2,1,CashDon 170507 40000002004,6,12,40000003154
40000003067,25000.00,2,3,CashWidth 40000000210,12,1,40000003157
40000003069,100000.00,2,3,CashWidth 40000000212,12,1,40000003159
40000003077,75000.00,2,3,cashPawned 170540,12,10,40000003167
40000003078,800.00,2,1,170540 CashAdminFee 40000002009,7,12,40000003168
40000003079,15000.00,2,3,LoanRepay(cash) 170309  40000002010,10,12,40000003169
40000003080,150.00,2,1,CashDon 170309 40000002011,6,12,40000003170
40000003081,28000.00,2,3,LoanRepay(cash) 170447  40000002012,10,12,40000003172
40000003082,150.00,2,1,CashDon 170447 40000002013,6,12,40000003173
40000003087,100000.00,2,3,Dep(cash)  40000002017,1,12,40000003179
40000003088,30000.00,2,3,cashPawned 170542,12,10,40000003180
40000003089,300.00,2,1,170542 CashAdminFee 40000002018,7,12,40000003181
40000003090,25000.00,2,3,LoanRepay(cash) 170459  40000002019,10,12,40000003182
40000003091,200.00,2,1,CashDon 170459 40000002020,6,12,40000003183
40000003113,75000.00,2,3,CashWidth 40000000219,12,1,40000003207
40000003141,10000.00,2,3,Dep(cash)  40000002049,1,12,40000003238
40000003156,20000.00,2,3,Dep(cash)  40000002059,1,12,40000003254
40000003163,10000.00,2,3,LoanRepay(cash) 170534  40000002065,10,12,40000003263
40000003164,100.00,2,1,CashDon 170534 40000002066,6,12,40000003264
40000003191,34000.00,2,3,cashPawned 170565,12,10,40000003293
40000003192,400.00,2,1,170565 CashAdminFee 40000002082,7,12,40000003294
40000003198,60000.00,2,3,LoanRepay(cash) 170010  40000002087,10,12,40000003301
40000003199,1000.00,2,1,CashDon 170010 40000002088,6,12,40000003302
40000003229,25000.00,2,3,Dep(cash)  40000002108,1,12,40000003336
40000003234,40000.00,2,3,LoanRepay(cash) 170500  40000002113,10,12,40000003341
40000003235,200.00,2,1,CashDon 170500 40000002114,6,12,40000003342
40000003236,20000.00,2,3,LoanRepay(cash) 170179  40000002115,10,12,40000003343
40000003237,1000.00,2,1,CashDon 170179 40000002116,6,12,40000003344
40000003275,45000.00,2,3,cashPawned 170580,12,10,40000003389
40000003276,500.00,2,1,170580 CashAdminFee 40000002144,7,12,40000003390
40000003282,15000.00,2,3,Dep(cash)  40000002149,1,12,40000003396
40000003299,10000.00,2,3,cashPawned 170585,12,10,40000003415
40000003300,100.00,2,1,170585 CashAdminFee 40000002162,7,12,40000003416
40000003322,52000.00,2,3,LoanRepay(cash) 170525  40000002173,10,12,40000003439
40000003323,300.00,2,1,CashDon 170525 40000002174,6,12,40000003440
40000003324,50000.00,2,3,LoanRepay(cash) 170268  40000002175,10,12,40000003442
40000003325,1000.00,2,1,CashDon 170268 40000002176,6,12,40000003443
40000003327,7000.00,2,3,Dep(cash)  40000002178,1,12,40000003446
40000003344,52000.00,2,3,cashPawned 170594,12,10,40000003464
40000003345,600.00,2,1,170594 CashAdminFee 40000002191,7,12,40000003465
40000003353,20000.00,2,3,CashWidth 40000000246,12,1,40000003474
40000003356,500.00,2,3,Dep(cash)  40000002198,1,12,40000003477
40000003357,45000.00,2,3,LoanRepay(cash) 170093  40000002199,10,12,40000003478
40000003358,500.00,2,1,CashDon 170093 40000002200,6,12,40000003479
40000003379,17000.00,2,3,LoanRepay(cash) 170286  40000002215,10,12,40000003504
40000003380,200.00,2,1,CashDon 170286 40000002216,6,12,40000003505
40000003381,23000.00,2,3,LoanRepay(cash) 170305  40000002217,10,12,40000003507
40000003382,300.00,2,1,CashDon 170305 40000002218,6,12,40000003508
40000003388,10000.00,2,3,LoanRepay(cash) 170585  40000002224,10,12,40000003516
40000003389,100.00,2,1,CashDon 170585 40000002225,6,12,40000003517
40000003390,75000.00,2,3,Dep(cash)  40000002226,1,12,40000003519
40000003400,20000.00,2,3,cashPawned 170604,12,10,40000003532
40000003401,200.00,2,1,170604 CashAdminFee 40000002234,7,12,40000003533
40000003406,23000.00,2,3,Dep(cash)  40000002238,1,12,40000003538
40000003419,50000.00,2,3,cashPawned 170605,12,10,40000003552
40000003420,500.00,2,1,170605 CashAdminFee 40000002251,7,12,40000003553
40000003425,45000.00,2,3,cashPawned 170608,12,10,40000003558
40000003426,500.00,2,1,170608 CashAdminFee 40000002254,7,12,40000003559
40000003430,60000.00,2,3,CashWidth 40000000251,12,1,40000003563
40000003439,12000.00,2,3,cashPawned 170614,12,10,40000003572
40000003440,200.00,2,1,170614 CashAdminFee 40000002260,7,12,40000003573
40000003461,15000.00,2,3,cashPawned 170618,12,10,40000003596
40000003462,200.00,2,1,170618 CashAdminFee 40000002276,7,12,40000003597
40000003465,50000.00,2,3,LoanRepay(cash) 170123  40000002279,10,12,40000003600
40000003466,1000.00,2,1,CashDon 170123 40000002280,6,12,40000003601
40000003472,50000.00,2,3,cashPawned 170620,12,10,40000003607
40000003473,500.00,2,1,170620 CashAdminFee 40000002285,7,12,40000003608
40000003475,30000.00,2,3,CashWidth 40000000255,12,1,40000003610
40000003493,40000.00,2,3,cashPawned 170622,12,10,40000003631
40000003494,400.00,2,1,170622 CashAdminFee 40000002300,7,12,40000003632
40000003495,14000.00,2,3,cashPawned 170623,12,10,40000003633
40000003496,200.00,2,1,170623 CashAdminFee 40000002301,7,12,40000003634
40000003505,100000.00,2,3,LoanRepay(cash) 170270  40000002308,10,12,40000003647
40000003506,1000.00,2,1,CashDon 170270 40000002309,6,12,40000003648
40000003507,1000.00,2,3,Dep(cash)  40000002310,1,12,40000003650
40000003539,7000.00,2,3,cashPawned 170634,12,10,40000003686
40000003540,100.00,2,1,170634 CashAdminFee 40000002331,7,12,40000003687
40000003543,90000.00,2,3,cashPawned 170636,12,10,40000003690
40000003544,900.00,2,1,170636 CashAdminFee 40000002333,7,12,40000003691
40000003563,25000.00,2,3,cashPawned 170644,12,10,40000003711
40000003564,300.00,2,1,170644 CashAdminFee 40000002344,7,12,40000003712
40000003597,35000.00,2,3,LoanRepay(cash) 170330  40000002367,10,12,40000003748
40000003598,2000.00,2,1,CashDon 170330 40000002368,6,12,40000003749
40000003603,10000.00,2,3,LoanRepay(cash) 170417  40000002373,10,12,40000003755
40000003604,200.00,2,1,CashDon 170417 40000002374,6,12,40000003756
40000003633,8000.00,2,3,LoanRepay(cash) 170431  40000002390,10,12,40000003788
40000003634,300.00,2,1,CashDon 170431 40000002391,6,12,40000003789
40000003640,15000.00,2,3,cashPawned 170659,12,10,40000003796
40000003641,200.00,2,1,170659 CashAdminFee 40000002396,7,12,40000003797
40000003656,6000.00,2,3,cashPawned 170664,12,10,40000003813
40000003657,100.00,2,1,170664 CashAdminFee 40000002404,7,12,40000003814
40000003678,15000.00,2,3,CashWidth 40000000278,12,1,40000003836
40000003679,10000.00,2,3,CashWidth 40000000279,12,1,40000003837
40000003689,640.00,2,3,Dep(cash)  40000002423,1,12,40000003847
40000003705,50000.00,2,3,cashPawned 170674,12,10,40000003866
40000003706,500.00,2,1,170674 CashAdminFee 40000002436,7,12,40000003867
40000003707,20000.00,2,3,cashPawned 170675,12,10,40000003868
40000003708,200.00,2,1,170675 CashAdminFee 40000002437,7,12,40000003869
40000003711,50000.00,2,3,cashPawned 170677,12,10,40000003872
40000003712,500.00,2,1,170677 CashAdminFee 40000002439,7,12,40000003873
40000003713,35000.00,2,3,cashPawned 170678,12,10,40000003874
40000003714,400.00,2,1,170678 CashAdminFee 40000002440,7,12,40000003875
40000003719,12.46,2,3,PROFIT(share),1,12,40000003881
40000003720,3.40,2,3,PROFIT(saving),1,12,40000003881
40000003721,12.46,2,3,PROFIT(share),1,12,40000003882
40000003722,2.77,2,3,PROFIT(saving),1,12,40000003882
40000003723,12.46,2,3,PROFIT(share),1,12,40000003883
40000003724,2.77,2,3,PROFIT(saving),1,12,40000003883
40000003725,12.46,2,3,PROFIT(share),1,12,40000003884
40000003726,2.77,2,3,PROFIT(saving),1,12,40000003884
40000003727,12.46,2,3,PROFIT(share),1,12,40000003885
40000003728,2.77,2,3,PROFIT(saving),1,12,40000003885
40000003729,12.46,2,3,PROFIT(share),1,12,40000003886
40000003730,8.64,2,3,PROFIT(saving),1,12,40000003886
40000003731,12.46,2,3,PROFIT(share),1,12,40000003887
40000003732,5.58,2,3,PROFIT(saving),1,12,40000003887
40000003733,12.46,2,3,PROFIT(share),1,12,40000003888
40000003734,2.77,2,3,PROFIT(saving),1,12,40000003888
40000003735,12.46,2,3,PROFIT(share),1,12,40000003889
40000003736,767.33,2,3,PROFIT(saving),1,12,40000003889
40000003737,12.46,2,3,PROFIT(share),1,12,40000003890
40000003738,2.77,2,3,PROFIT(saving),1,12,40000003890
40000003739,12.46,2,3,PROFIT(share),1,12,40000003891
40000003740,2.77,2,3,PROFIT(saving),1,12,40000003891
40000003741,12.46,2,3,PROFIT(share),1,12,40000003892
40000003742,507.05,2,3,PROFIT(saving),1,12,40000003892
40000003743,12.46,2,3,PROFIT(share),1,12,40000003893
40000003744,2.77,2,3,PROFIT(saving),1,12,40000003893
40000003745,12.46,2,3,PROFIT(share),1,12,40000003894
40000003746,2.77,2,3,PROFIT(saving),1,12,40000003894
40000003747,12.46,2,3,PROFIT(share),1,12,40000003895
40000003748,81.38,2,3,PROFIT(saving),1,12,40000003895
40000003749,12.46,2,3,PROFIT(share),1,12,40000003896
40000003750,2.77,2,3,PROFIT(saving),1,12,40000003896
40000003751,12.46,2,3,PROFIT(share),1,12,40000003897
40000003752,9.42,2,3,PROFIT(saving),1,12,40000003897
40000003753,12.46,2,3,PROFIT(share),1,12,40000003898
40000003754,2.77,2,3,PROFIT(saving),1,12,40000003898
40000003755,12.46,2,3,PROFIT(share),1,12,40000003899
40000003756,2.77,2,3,PROFIT(saving),1,12,40000003899
40000003757,12.46,2,3,PROFIT(share),1,12,40000003900
40000003758,2.77,2,3,PROFIT(saving),1,12,40000003900
40000003759,12.46,2,3,PROFIT(share),1,12,40000003901
40000003760,8.22,2,3,PROFIT(saving),1,12,40000003901
40000003761,12.46,2,3,PROFIT(share),1,12,40000003902
40000003762,2.77,2,3,PROFIT(saving),1,12,40000003902
40000003763,12.46,2,3,PROFIT(share),1,12,40000003903
40000003764,2.77,2,3,PROFIT(saving),1,12,40000003903
40000003765,12.46,2,3,PROFIT(share),1,12,40000003904
40000003766,2.77,2,3,PROFIT(saving),1,12,40000003904
40000003767,12.46,2,3,PROFIT(share),1,12,40000003905
40000003768,106.74,2,3,PROFIT(saving),1,12,40000003905
40000003769,12.46,2,3,PROFIT(share),1,12,40000003906
40000003770,16.26,2,3,PROFIT(saving),1,12,40000003906
40000003771,12.46,2,3,PROFIT(share),1,12,40000003907
40000003772,5.13,2,3,PROFIT(saving),1,12,40000003907
40000003773,12.46,2,3,PROFIT(share),1,12,40000003908
40000003774,29.33,2,3,PROFIT(saving),1,12,40000003908
40000003775,12.46,2,3,PROFIT(share),1,12,40000003909
40000003776,2.77,2,3,PROFIT(saving),1,12,40000003909
40000003777,12.46,2,3,PROFIT(share),1,12,40000003910
40000003778,34.10,2,3,PROFIT(saving),1,12,40000003910
40000003779,24.93,2,3,PROFIT(share),1,12,40000003911
40000003780,5.53,2,3,PROFIT(saving),1,12,40000003911
40000003781,12.46,2,3,PROFIT(share),1,12,40000003912
40000003782,5.12,2,3,PROFIT(saving),1,12,40000003912
40000003783,12.46,2,3,PROFIT(share),1,12,40000003913
40000003784,5.12,2,3,PROFIT(saving),1,12,40000003913
40000003785,12.46,2,3,PROFIT(share),1,12,40000003914
40000003786,5.12,2,3,PROFIT(saving),1,12,40000003914
40000003787,12.46,2,3,PROFIT(share),1,12,40000003915
40000003788,8.58,2,3,PROFIT(saving),1,12,40000003915
40000003789,12.46,2,3,PROFIT(share),1,12,40000003916
40000003790,2.75,2,3,PROFIT(saving),1,12,40000003916
40000003791,12.46,2,3,PROFIT(share),1,12,40000003917
40000003792,7.14,2,3,PROFIT(saving),1,12,40000003917
40000003793,12.46,2,3,PROFIT(share),1,12,40000003918
40000003794,16.40,2,3,PROFIT(saving),1,12,40000003918
40000003795,12.46,2,3,PROFIT(share),1,12,40000003919
40000003796,6089.81,2,3,PROFIT(saving),1,12,40000003919
40000003797,12.46,2,3,PROFIT(share),1,12,40000003920
40000003798,6.76,2,3,PROFIT(saving),1,12,40000003920
40000003799,12.46,2,3,PROFIT(share),1,12,40000003921
40000003800,2.69,2,3,PROFIT(saving),1,12,40000003921
40000003801,12.46,2,3,PROFIT(share),1,12,40000003922
40000003802,2.66,2,3,PROFIT(saving),1,12,40000003922
40000003803,12.46,2,3,PROFIT(share),1,12,40000003923
40000003804,20.28,2,3,PROFIT(saving),1,12,40000003923
40000003805,12.46,2,3,PROFIT(share),1,12,40000003924
40000003806,2.62,2,3,PROFIT(saving),1,12,40000003924
40000003807,12.46,2,3,PROFIT(share),1,12,40000003925
40000003808,26.29,2,3,PROFIT(saving),1,12,40000003925
40000003809,12.46,2,3,PROFIT(share),1,12,40000003926
40000003810,64.85,2,3,PROFIT(saving),1,12,40000003926
40000003811,12.46,2,3,PROFIT(share),1,12,40000003927
40000003812,58.84,2,3,PROFIT(saving),1,12,40000003927
40000003813,12.46,2,3,PROFIT(share),1,12,40000003928
40000003814,9978.85,2,3,PROFIT(saving),1,12,40000003928
40000003815,12.46,2,3,PROFIT(share),1,12,40000003929
40000003816,67.95,2,3,PROFIT(saving),1,12,40000003929
40000003817,12.46,2,3,PROFIT(share),1,12,40000003930
40000003818,10.90,2,3,PROFIT(saving),1,12,40000003930
40000003819,12.46,2,3,PROFIT(share),1,12,40000003931
40000003820,76.18,2,3,PROFIT(saving),1,12,40000003931
40000003821,12.46,2,3,PROFIT(share),1,12,40000003932
40000003822,2.56,2,3,PROFIT(saving),1,12,40000003932
40000003823,12.46,2,3,PROFIT(share),1,12,40000003933
40000003824,1521.74,2,3,PROFIT(saving),1,12,40000003933
40000003825,12.46,2,3,PROFIT(share),1,12,40000003934
40000003826,4.87,2,3,PROFIT(saving),1,12,40000003934
40000003827,12.46,2,3,PROFIT(share),1,12,40000003935
40000003828,30.95,2,3,PROFIT(saving),1,12,40000003935
40000003829,24.93,2,3,PROFIT(share),1,12,40000003936
40000003830,6.83,2,3,PROFIT(saving),1,12,40000003936
40000003831,12.46,2,3,PROFIT(share),1,12,40000003937
40000003832,106.35,2,3,PROFIT(saving),1,12,40000003937
40000003833,24.93,2,3,PROFIT(share),1,12,40000003938
40000003834,2.75,2,3,PROFIT(saving),1,12,40000003938
40000003835,12.46,2,3,PROFIT(share),1,12,40000003939
40000003836,4.88,2,3,PROFIT(saving),1,12,40000003939
40000003837,12.46,2,3,PROFIT(share),1,12,40000003940
40000003838,4.85,2,3,PROFIT(saving),1,12,40000003940
40000003865,12.46,2,3,PROFIT(share),1,12,40000003954
40000003866,2.49,2,3,PROFIT(saving),1,12,40000003954
40000004332,14000.00,2,3,CashWidth 40000000284,12,1,40000004206
40000004335,25000.00,2,3,cashPawned 180006,12,10,40000004209
40000004336,300.00,2,1,180006 CashAdminFee 40000002449,7,12,40000004210
40000004339,7000.00,2,3,cashPawned 180008,12,10,40000004213
40000004340,100.00,2,1,180008 CashAdminFee 40000002451,7,12,40000004214
40000004347,35000.00,2,3,cashPawned 180010,12,10,40000004221
40000004348,400.00,2,1,180010 CashAdminFee 40000002457,7,12,40000004222
40000004351,50000.00,2,3,LoanRepay(cash) 170677  40000002459,10,12,40000004225
40000004352,300.00,2,1,CashDon 170677 40000002460,6,12,40000004226
40000004362,12000.00,2,3,CashWidth 40000000288,12,1,40000004239
40000004363,7000.00,2,3,CashWidth 40000000289,12,1,40000004240
40000004369,18000.00,2,3,LoanRepay(cash) 170017  40000002472,10,12,40000004248
40000004370,700.00,2,1,CashDon 170017 40000002473,6,12,40000004249
40000004383,35000.00,2,3,LoanRepay(cash) 170678  40000002483,10,12,40000004265
40000004384,200.00,2,1,CashDon 170678 40000002484,6,12,40000004266
40000004405,10000.00,2,3,CashWidth 40000000298,12,1,40000004292
40000004408,45000.00,2,3,Dep(cash)  40000002495,1,12,40000004295
40000004411,25000.00,2,3,Dep(cash)  40000002498,1,12,40000004299
40000004434,5000.00,2,3,CashWidth 40000000302,12,1,40000004326
40000004439,60000.00,2,3,LoanRepay(cash) 170105  40000002519,10,12,40000004333
40000004440,1000.00,2,1,CashDon 170105 40000002520,6,12,40000004334
40000004441,25000.00,2,3,LoanRepay(cash) 170386  40000002521,10,12,40000004335
40000004442,500.00,2,1,CashDon 170386 40000002522,6,12,40000004336
40000004443,18000.00,2,3,cashPawned 180022,12,10,40000004339
40000004444,200.00,2,1,180022 CashAdminFee 40000002523,7,12,40000004340
40000004447,18000.00,2,3,cashPawned 180024,12,10,40000004343
40000004448,200.00,2,1,180024 CashAdminFee 40000002525,7,12,40000004344
40000004463,20000.00,2,3,cashPawned 180028,12,10,40000004359
40000004464,200.00,2,1,180028 CashAdminFee 40000002536,7,12,40000004360
40000004490,15000.00,2,3,LoanRepay(cash) 170025  40000002557,10,12,40000004389
40000004491,500.00,2,1,CashDon 170025 40000002558,6,12,40000004390
40000004505,25000.00,2,3,cashPawned 180038,12,10,40000004406
40000004506,300.00,2,1,180038 CashAdminFee 40000002566,7,12,40000004407
40000004516,25000.00,2,3,LoanRepay(cash) 170110  40000002574,10,12,40000004417
40000004517,500.00,2,1,CashDon 170110 40000002575,6,12,40000004418
40000004523,75000.00,2,3,LoanRepay(cash) 170014  40000002579,10,12,40000004426
40000004524,2000.00,2,1,CashDon 170014 40000002580,6,12,40000004427
40000004525,53000.00,2,3,Dep(cash)  40000002581,1,12,40000004429
